brand,Date,stocktwits_count
Starbucks,2020-07-25,12
Starbucks,2020-07-26,22
Starbucks,2020-07-27,37
Starbucks,2020-07-28,351
Starbucks,2020-07-29,255
Starbucks,2020-07-30,58
Starbucks,2020-07-31,31
Starbucks,2020-08-01,14
Starbucks,2020-08-02,10
Starbucks,2020-08-03,28
Starbucks,2020-08-04,31
Starbucks,2020-08-05,32
Starbucks,2020-08-06,30
Starbucks,2020-08-07,17
Starbucks,2020-08-08,8
Starbucks,2020-08-09,9
Starbucks,2020-08-10,31
Starbucks,2020-08-11,53
Starbucks,2020-08-12,43
Starbucks,2020-08-13,23
Starbucks,2020-08-14,18
Starbucks,2020-08-15,10
Starbucks,2020-08-16,14
Starbucks,2020-08-17,21
Starbucks,2020-08-18,26
Starbucks,2020-08-19,18
Starbucks,2020-08-20,19
Starbucks,2020-08-21,24
Starbucks,2020-08-22,7
Starbucks,2020-08-23,11
Starbucks,2020-08-24,45
Starbucks,2020-08-25,182
Starbucks,2020-08-26,68
Starbucks,2020-08-27,41
Starbucks,2020-08-28,77
Starbucks,2020-08-29,24
Starbucks,2020-08-30,21
Starbucks,2020-08-31,41
Starbucks,2020-09-01,76
Starbucks,2020-09-02,86
Starbucks,2020-09-03,46
Starbucks,2020-09-04,47
Starbucks,2020-09-05,10
Starbucks,2020-09-06,8
Starbucks,2020-09-07,12
Starbucks,2020-09-08,60
Starbucks,2020-09-09,58
Starbucks,2020-09-10,55
Starbucks,2020-09-11,34
Starbucks,2020-09-12,16
Starbucks,2020-09-13,8
Starbucks,2020-09-14,29
Starbucks,2020-09-15,72
Starbucks,2020-09-16,95
Starbucks,2020-09-17,40
Starbucks,2020-09-18,37
Starbucks,2020-09-19,8
Starbucks,2020-09-20,10
Starbucks,2020-09-21,26
Starbucks,2020-09-22,19
Starbucks,2020-09-23,16
Starbucks,2020-09-24,19
Starbucks,2020-09-25,15
Starbucks,2020-09-26,10
Starbucks,2020-09-27,6
Starbucks,2020-09-28,39
Starbucks,2020-09-29,18
Starbucks,2020-09-30,86
Starbucks,2020-10-01,35
Starbucks,2020-10-02,11
Starbucks,2020-10-03,7
Starbucks,2020-10-04,8
Starbucks,2020-10-05,74
Starbucks,2020-10-06,53
Starbucks,2020-10-07,29
Starbucks,2020-10-08,29
Starbucks,2020-10-09,38
Starbucks,2020-10-10,15
Starbucks,2020-10-11,14
Starbucks,2020-10-12,27
Starbucks,2020-10-13,20
Starbucks,2020-10-14,35
Starbucks,2020-10-15,33
Starbucks,2020-10-16,17
Starbucks,2020-10-17,8
Starbucks,2020-10-18,9
Starbucks,2020-10-19,30
Starbucks,2020-10-20,20
Starbucks,2020-10-21,20
Starbucks,2020-10-22,14
Starbucks,2020-10-23,36
Starbucks,2020-10-24,9
Starbucks,2020-10-25,18
Starbucks,2020-10-26,39
Starbucks,2020-10-27,18
Starbucks,2020-10-28,35
Starbucks,2020-10-29,144
Starbucks,2020-10-30,103
Starbucks,2020-10-31,14
Starbucks,2020-11-01,14
Starbucks,2020-11-02,30
Starbucks,2020-11-03,22
Starbucks,2020-11-04,26
Starbucks,2020-11-05,26
Starbucks,2020-11-06,39
Starbucks,2020-11-07,15
Starbucks,2020-11-08,9
Starbucks,2020-11-09,53
Starbucks,2020-11-10,32
Starbucks,2020-11-11,24
Starbucks,2020-11-12,25
Starbucks,2020-11-13,31
Starbucks,2020-11-14,38
Starbucks,2020-11-15,9
Starbucks,2020-11-16,43
Starbucks,2020-11-17,55
Starbucks,2020-11-18,62
Starbucks,2020-11-19,59
Starbucks,2020-11-20,21
Starbucks,2020-11-21,14
Starbucks,2020-11-22,9
Starbucks,2020-11-23,18
Starbucks,2020-11-24,25
Starbucks,2020-11-25,20
Starbucks,2020-11-26,8
Starbucks,2020-11-27,19
Starbucks,2020-11-28,5
Starbucks,2020-11-29,4
Starbucks,2020-11-30,17
Starbucks,2020-12-01,24
Starbucks,2020-12-02,23
Starbucks,2020-12-03,62
Starbucks,2020-12-04,71
Starbucks,2020-12-05,14
Starbucks,2020-12-06,10
Starbucks,2020-12-07,38
Starbucks,2020-12-08,24
Starbucks,2020-12-09,156
Starbucks,2020-12-10,225
Starbucks,2020-12-11,72
Starbucks,2020-12-12,17
Starbucks,2020-12-13,9
Starbucks,2020-12-14,36
Starbucks,2020-12-15,43
Starbucks,2020-12-16,29
Starbucks,2020-12-17,36
Starbucks,2020-12-18,29
Starbucks,2020-12-19,11
Starbucks,2020-12-20,18
Starbucks,2020-12-21,32
Starbucks,2020-12-22,25
Starbucks,2020-12-23,18
Starbucks,2020-12-24,18
Starbucks,2020-12-25,12
Starbucks,2020-12-26,11
Starbucks,2020-12-27,2
Starbucks,2020-12-28,29
Starbucks,2020-12-29,41
Starbucks,2020-12-30,34
Starbucks,2020-12-31,31
Starbucks,2021-01-01,10
Starbucks,2021-01-02,14
Starbucks,2021-01-03,10
Starbucks,2021-01-04,34
Starbucks,2021-01-05,32
Starbucks,2021-01-06,20
Starbucks,2021-01-07,58
Starbucks,2021-01-08,32
Starbucks,2021-01-09,11
Starbucks,2021-01-10,17
Starbucks,2021-01-11,21
Starbucks,2021-01-12,35
Starbucks,2021-01-13,50
Starbucks,2021-01-14,23
Starbucks,2021-01-15,30
Starbucks,2021-01-16,3
Starbucks,2021-01-17,9
Starbucks,2021-01-18,10
Starbucks,2021-01-19,37
Starbucks,2021-01-20,38
Starbucks,2021-01-21,36
Starbucks,2021-01-22,28
Starbucks,2021-01-23,7
Starbucks,2021-01-24,12
Starbucks,2021-01-25,36
Starbucks,2021-01-26,259
Starbucks,2021-01-27,277
Starbucks,2021-01-28,80
Starbucks,2021-01-29,66
Starbucks,2021-01-30,43
Starbucks,2021-01-31,20
Starbucks,2021-02-01,34
Starbucks,2021-02-02,47
Starbucks,2021-02-03,33
Starbucks,2021-02-04,66
Starbucks,2021-02-05,116
Starbucks,2021-02-06,27
Starbucks,2021-02-07,17
Starbucks,2021-02-08,31
Starbucks,2021-02-09,40
Starbucks,2021-02-10,42
Starbucks,2021-02-11,27
Starbucks,2021-02-12,30
Starbucks,2021-02-13,6
Starbucks,2021-02-14,8
Starbucks,2021-02-15,7
Starbucks,2021-02-16,41
Starbucks,2021-02-17,25
Starbucks,2021-02-18,29
Starbucks,2021-02-19,15
Starbucks,2021-02-20,10
Starbucks,2021-02-21,6
Starbucks,2021-02-22,32
Starbucks,2021-02-23,50
Starbucks,2021-02-24,48
Starbucks,2021-02-25,28
Starbucks,2021-02-26,117
Starbucks,2021-02-27,27
Starbucks,2021-02-28,14
Starbucks,2021-03-01,99
