"country" "country_code" "continent" "population" "year_week" "weekly_count_cases" "rate_14_day_cases" "cumulative_count_cases" "weekly_count_deaths" "rate_14_day_deaths" "cumulative_count_deaths" "NKE - Open" "NKE - High" "NKE - Low" "NKE - Close" "NKE - Adj.Close" "NKE - Volume" "AAPL - Open" "AAPL - High" "AAPL - Low" "AAPL - Close" "AAPL - Adj.Close" "AAPL - Volume" "HNNMY - Open" "HNNMY - High" "HNNMY - Low" "HNNMY - Close" "HNNMY - Adj.Close" "HNNMY - Volume" "KO - Open" "KO - High" "KO - Low" "KO - Close" "KO - Adj.Close" "KO - Volume" "SBUX - Open" "SBUX - High" "SBUX - Low" "SBUX - Close" "SBUX - Adj.Close" "SBUX - Volume" "PEP - Open" "PEP - High" "PEP - Low" "PEP - Close" "PEP - Adj.Close" "PEP - Volume"
"United States" "USA" "America" 331002647 "2020-16" 202116 127.5071374 759687 18574 93.7605795 40682 86.2100006 87.2839982 85.248001 86.6360016 85.8816606 7402780 70.1389998 71.1715012 69.1859986 70.7109986 70.16709 165909440 136.88750075 138.72500225 132.6000005 134.27499775 134.27499775 5823219.5 47.9399994 48.4879996 46.9939994 47.7239996 46.1653314 18346500 73.790001 74.4520002 72.008 73.7180006 72.257335 11792300 135.3499998 136.902002 132.8480012 135.5019988 131.5040146 5053460
"United States" "USA" "America" 331002647 "2020-17" 206223 123.3642703 965910 14194 98.99618718 54876 87.8460004 88.8860016 86.787999 87.5179994 86.7559798 6019780 69.0455002 70.0794996 68.3175004 68.9699998 68.4394866 135877440 131.3100006 132.300003 127.9999968 129.3299988 129.3299988 3818451.2 46.2340004 46.5800004 45.2319998 45.618 44.1281126 18896520 75.4100008 76.5399994 73.9440002 75.2440004 73.7530976 11071960 132.9779996 134.5900022 131.399997 132.5459992 128.6352296 4406060
"United States" "USA" "America" 331002647 "2020-18" 192131 120.3476781 1158041 12806 81.57034466 67682 88.3199996 89.2160004 87.0179994 87.7920014 87.027597 7400900 71.390999 72.6785004 70.8120028 71.6175004 71.0666246 158010800 132.550001 137.2125015 130.737501 134.97500225 134.97500225 4802974.25 46.7580002 47.246 46.014 46.4259994 44.9097216 17458740 77.0520004 77.9839996 75.7240004 76.762001 75.2410202 14407620 134.3 135.053998 132.2779998 133.3140014 129.3805756 5732240
"United States" "USA" "America" 331002647 "2020-19" 171758 109.9353746 1329799 11846 74.4767458 79528 87.7560014 88.7800002 87.147998 88.0819992 87.3150634 6013600 74.6775008 75.6725008 74.2955002 75.261 74.7237532 134583200 129.6600006 131.5400024 126.919998 128.9600006 128.9600006 6025136.6 45.2620014 45.7340004 44.7700004 45.2 43.7237642 15652280 74.4739992 75.3020004 73.2280014 74.3240006 73.0217974 12784200 131.6020018 132.8140016 130.672003 131.8299988 127.940366 4550920
"United States" "USA" "America" 331002647 "2020-20" 156958 99.30917562 1486757 10034 66.10219042 89562 87.7219986 88.9279998 86.2959992 87.75 86.9859558 6779360 77.1470002 78.5190002 76.154999 77.5660002 77.1777236 166829520 127.090001 128.6699998 123.3999986 125.1999984 125.1999984 5588819.6 44.6679992 45.0979996 44.054 44.2519998 42.8067266 17946800 74.442 75.7180006 73.2759994 74.438002 73.3754058 10101700 133.5699984 135.654001 132.0839966 133.8620026 129.9124114 7706920
"United States" "USA" "America" 331002647 "2020-21" 156481 94.69380467 1643238 8158 54.96028556 97720 92.3679976 93.6619996 91.823999 92.7020004 91.8948396 6586900 78.9654998 79.7330002 78.5535004 79.1535022 78.7572784 106619760 127.95000075 130.87499625 125.76249875 129.5374985 129.5374985 4558716 45.2660004 45.658 44.6160004 45.1199996 43.6463776 18492000 77.3980012 77.9979994 76.5779984 77.1040024 76.0033492 8230760 132.8819978 133.5 131.1159974 131.8399996 127.9500562 6329840
"United States" "USA" "America" 331002647 "2020-22" 146953 91.67117023 1790191 6663 44.77607697 104383 98.095001 99.34 97.0200005 98.38250175 97.58682425 8173800 79.72875025 80.47124875 78.855625 79.439375 79.04172125 131406500 137.2299988 140.75 135.8900024 139.399997 139.399997 5912421 46.97499925 47.1674995 46.26499925 46.6475 45.12399025 27007800 78.96000075 79.3999995 77.54000075 78.22249975 77.10587875 8776975 131.22000125 131.965 129.602501 131.0999985 127.231905 7394525
"United States" "USA" "America" 331002647 "2020-23" 152172 90.36936795 1942363 6131 38.65225887 110514 101.3480012 102.7600006 100.086 101.6759996 101.042125 7620080 80.5450014 81.468001 80.1224992 81.2065004 80.7999986 99547200 153.1399994 158.0100036 151.6199982 156.7799988 156.7799988 6674583.4 47.514 48.078 47.222 47.7600008 46.2001556 16376720 78.7440004 79.8720002 78.0600006 79.3119996 78.1798296 9419620 132.096002 133.8239992 131.172 132.2900052 128.7830366 5420660
"United States" "USA" "America" 331002647 "2020-24" 151706 91.80530813 2094069 5218 34.28673487 115732 101.0100006 101.6020006 99.2939986 100.1279998 99.5037796 7027760 85.2160002 86.6419982 83.7560012 85.249498 84.822757 162365360 157.250003 159.75 152.4199982 153.9100006 153.9100006 6897389.4 48.4620002 48.5999998 47.4379996 47.7219992 46.2435424 20044020 79.2660004 80.076001 77.6199998 78.778 77.6534516 16573040 131.9720002 133.1699982 130.070001 131.2300018 128.3466156 6942060
"United States" "USA" "America" 331002647 "2020-25" 186843 102.2798467 2280912 4243 28.58285299 119975 98.562001 99.8119994 96.7359998 98.0639984 97.4526474 6560320 87.2955002 88.2145002 86.1379988 87.4054994 86.967967 155988080 146.487503 148.24999625 143.375 145.8125 145.8125 6122652.25 46.5959998 47.2060006 45.8379998 46.5320006 45.421192 17374800 76.9820008 77.862001 75.5660002 76.7219986 75.6267976 10693220 131.7379974 133.002002 129.998001 131.5939974 128.702608 5143140
"United States" "USA" "America" 331002647 "2020-26" 268084 137.4390822 2548996 5829 30.42875968 125804 99.334001 100.8139998 97.437999 99.3160004 98.6968444 11695740 90.2725006 91.5475006 89.1264982 90.1964996 89.7449966 176600640 143.4199982 145.9900024 139.8299988 141.8200012 141.8200012 5522698.8 45.3579994 45.574 44.6 44.9060006 43.8340096 17793620 74.5960008 74.9640002 72.8819992 73.9899994 72.9338014 10974840 130.7019988 131.9219972 129.1439974 130.4619998 127.595482 4734740
"United States" "USA" "America" 331002647 "2020-27" 339639 183.6006466 2888635 4143 30.1266473 129947 96.744999 98.170002 96.1174985 97.437502 96.8300515 7444600 90.3937495 91.6237505 89.92687625 90.92499725 90.46985025 123912000 137.1100036 139.6100006 135.1399994 137.6899994 137.6899994 5758210.2 44.61750025 45.09000025 44.2749995 44.6850005 43.618284 17678025 73.50750175 74.28999875 72.722498 73.71999925 72.667652 8317850 132.01999675 133.0024985 131.1899985 132.137501 129.234165 3800700
