year,week,Brand Abbreviation,Adj.Close,Close,High,Low,Open,Volume,Brand Name,Year-Week,week increment,Adj.Close_Lag_1,pct_change,Date
2020,14,AAPL,61.34,61.82,62.88,60.82,61.8,167402160.0,Apple,2020-14,40,60.68,0.010876730388925572,2020-04-05
2020,15,AAPL,65.49,66.0,67.02,64.64,65.82,183929800.0,Apple,2020-15,41,61.34,0.06765568959895649,2020-04-12
2020,16,AAPL,70.17,70.71,71.17,69.19,70.14,165909440.0,Apple,2020-16,42,65.49,0.07146129180027497,2020-04-19
2020,17,AAPL,68.44,68.97,70.08,68.32,69.05,135877440.0,Apple,2020-17,43,70.17,-0.02465441071683061,2020-04-26
2020,18,AAPL,71.07,71.62,72.68,70.81,71.39,158010800.0,Apple,2020-18,44,68.44,0.038427819988310866,2020-05-03
2020,19,AAPL,74.72,75.26,75.67,74.3,74.68,134583200.0,Apple,2020-19,45,71.07,0.0513578162375124,2020-05-10
2020,20,AAPL,77.18,77.57,78.52,76.15,77.15,166829520.0,Apple,2020-20,46,74.72,0.03292291220556756,2020-05-17
2020,21,AAPL,78.76,79.15,79.73,78.55,78.97,106619760.0,Apple,2020-21,47,77.18,0.020471624773257296,2020-05-24
2020,22,AAPL,79.04,79.44,80.47,78.86,79.73,131406500.0,Apple,2020-22,48,78.76,0.003555104113763346,2020-05-31
2020,23,AAPL,80.8,81.21,81.47,80.12,80.55,99547200.0,Apple,2020-23,49,79.04,0.022267206477732678,2020-06-07
2020,24,AAPL,84.82,85.25,86.64,83.76,85.22,162365360.0,Apple,2020-24,50,80.8,0.049752475247524706,2020-06-14
2020,25,AAPL,86.97,87.41,88.21,86.14,87.3,155988080.0,Apple,2020-25,51,84.82,0.02534779533128986,2020-06-21
2020,26,AAPL,89.74,90.2,91.55,89.13,90.27,176600640.0,Apple,2020-26,52,86.97,0.03185006324019772,2020-06-28
2020,27,AAPL,90.47,90.92,91.62,89.93,90.39,123912000.0,Apple,2020-27,53,89.74,0.008134611098729708,2020-07-05
2020,28,AAPL,94.26,94.73,95.25,93.8,94.43,112814400.0,Apple,2020-28,54,90.47,0.041892340002210746,2020-07-12
2020,29,AAPL,96.14,96.62,98.2,95.47,96.93,143720160.0,Apple,2020-29,55,94.26,0.019944833439422823,2020-07-19
2020,30,AAPL,95.14,95.62,97.15,94.11,96.05,133081760.0,Apple,2020-30,56,96.14,-0.01040149781568546,2020-07-26
2020,31,AAPL,96.62,97.11,97.48,95.01,95.78,169527120.0,Apple,2020-31,57,95.14,0.015556022703384527,2020-08-02
2020,32,AAPL,110.22,110.74,112.18,109.05,110.06,200737840.0,Apple,2020-32,58,96.62,0.1407576071206789,2020-08-09
2020,33,AAPL,112.64,113.01,114.12,111.28,112.87,188379600.0,Apple,2020-33,59,110.22,0.021956087824351312,2020-08-16
2020,34,AAPL,117.33,117.7,118.5,115.71,116.28,167139040.0,Apple,2020-34,60,112.64,0.04163707386363635,2020-08-23
2020,35,AAPL,125.0,125.4,126.98,124.1,126.55,212727600.0,Apple,2020-35,61,117.33,0.06537117531748063,2020-08-30
2020,36,AAPL,126.88,127.29,131.26,122.98,128.98,233699720.0,Apple,2020-36,62,125.0,0.015039999999999963,2020-09-06
2020,37,AAPL,113.54,113.91,118.46,112.61,116.54,192860450.0,Apple,2020-37,63,126.88,-0.10513871374527103,2020-09-13
2020,38,AAPL,111.68,112.04,114.77,110.65,113.68,188917400.0,Apple,2020-38,64,113.54,-0.016381891844283947,2020-09-20
2020,39,AAPL,109.55,109.9,111.57,106.34,108.49,169442520.0,Apple,2020-39,65,111.68,-0.01907234957020066,2020-09-27
2020,40,AAPL,114.56,114.93,116.2,113.6,114.78,128112440.0,Apple,2020-40,66,109.55,0.04573254221816527,2020-10-04
2020,41,AAPL,114.97,115.34,116.34,113.89,115.15,109715020.0,Apple,2020-41,67,114.56,0.00357891061452511,2020-10-11
2020,42,AAPL,120.89,121.28,123.27,119.1,121.27,176314520.0,Apple,2020-42,68,114.97,0.05149169348525704,2020-10-18
2020,43,AAPL,115.86,116.23,118.54,115.32,117.33,103913920.0,Apple,2020-43,69,120.89,-0.04160807345520722,2020-10-25
2020,44,AAPL,113.04,113.41,115.64,111.69,113.6,136893420.0,Apple,2020-44,70,115.86,-0.024339720352149086,2020-11-01
2020,45,AAPL,114.05,114.38,115.32,112.28,113.84,121914360.0,Apple,2020-45,71,113.04,0.008934890304316975,2020-11-08
2020,46,AAPL,117.87,118.05,119.88,116.61,118.46,117915580.0,Apple,2020-46,72,114.05,0.03349408154318288,2020-11-15
2020,47,AAPL,118.56,118.74,119.86,117.84,118.66,77898680.0,Apple,2020-47,73,117.87,0.005853906846525814,2020-11-22
2020,48,AAPL,115.24,115.41,116.93,114.43,115.8,91256000.0,Apple,2020-48,74,118.56,-0.028002699055330697,2020-11-29
2020,49,AAPL,121.83,122.01,122.89,120.29,121.22,108761840.0,Apple,2020-49,75,115.24,0.057185005206525544,2020-12-06
2020,50,AAPL,122.93,123.11,124.43,121.41,122.83,90455740.0,Apple,2020-50,76,121.83,0.009028974800952216,2020-12-13
2020,51,AAPL,126.38,126.57,127.66,125.28,126.44,124373340.0,Apple,2020-51,77,122.93,0.02806475229805571,2020-12-20
2020,52,AAPL,130.56,130.76,132.15,128.74,130.03,108327550.0,Apple,2020-52,78,126.38,0.03307485361607855,2020-12-27
2020,53,AAPL,134.29,134.49,136.71,133.24,135.43,110275550.0,Apple,2020-53,79,130.56,0.028569240196078354,2021-01-03
2021,1,AAPL,129.8,130.0,132.13,127.93,130.18,122158240.0,Apple,2021-01,80,134.29,-0.03343510313500619,2021-01-10
2021,2,AAPL,128.75,128.94,130.51,127.92,129.21,96605820.0,Apple,2021-02,81,129.8,-0.00808936825885987,2021-01-17
2021,3,AAPL,133.75,133.95,135.18,131.03,131.63,107516425.0,Apple,2021-03,82,128.75,0.038834951456310676,2021-01-24
2021,4,AAPL,139.23,139.44,142.48,137.05,141.09,143329560.0,Apple,2021-04,83,133.75,0.04097196261682235,2021-01-31
2021,5,AAPL,135.28,135.44,136.46,133.92,135.78,87826640.0,Apple,2021-05,84,139.23,-0.028370322487969467,2021-02-07
2021,6,AAPL,135.76,135.76,136.75,134.53,135.88,69060340.0,Apple,2021-06,85,135.28,0.0035481963335303795,2021-02-14
2021,7,AAPL,130.9,130.9,132.24,129.62,131.55,90755075.0,Apple,2021-07,86,135.76,-0.03579846788450196,2021-02-21
2021,8,AAPL,123.89,123.89,126.66,121.59,124.8,137149760.0,Apple,2021-08,87,130.9,-0.053552330022918294,2021-02-28
2019,27,HNNMY,162.39,166.56,167.98,165.04,166.89,3058584.4,HM,2019-27,1,,,2019-07-07
2019,28,HNNMY,165.61,169.87,171.29,168.98,169.5,2685387.2,HM,2019-28,2,162.39,0.019828807192561287,2019-07-14
2019,29,HNNMY,164.33,168.55,169.86,167.47,168.9,1924573.8,HM,2019-29,3,165.61,-0.007729001871867647,2019-07-21
2019,30,HNNMY,164.85,169.09,170.51,167.97,169.04,1977083.8,HM,2019-30,4,164.33,0.0031643643887298836,2019-07-28
2019,31,HNNMY,165.1,169.34,171.29,167.36,169.14,2506360.4,HM,2019-31,5,164.85,0.0015165301789505613,2019-08-04
2019,32,HNNMY,162.92,167.1,168.63,165.45,166.13,2670134.25,HM,2019-32,6,165.1,-0.013204118715929782,2019-08-11
2019,33,HNNMY,164.06,168.28,171.0,166.38,168.74,3039431.4,HM,2019-33,7,162.92,0.006997299287994199,2019-08-18
2019,34,HNNMY,172.42,176.85,178.6,174.86,175.33,3703669.8,HM,2019-34,8,164.06,0.05095696696330602,2019-08-25
2019,35,HNNMY,180.16,184.79,186.48,181.9,183.57,4265338.0,HM,2019-35,9,172.42,0.044890383946177996,2019-09-01
2019,36,HNNMY,182.61,187.3,188.52,184.46,186.94,2671206.8,HM,2019-36,10,180.16,0.01359902309058624,2019-09-08
2019,37,HNNMY,185.29,190.05,191.66,188.1,190.3,3303759.8,HM,2019-37,11,182.61,0.014676085647007163,2019-09-15
2019,38,HNNMY,182.54,187.23,188.9,185.71,187.0,3437612.8,HM,2019-38,12,185.29,-0.0148415996545955,2019-09-22
2019,39,HNNMY,183.82,188.54,189.98,186.77,188.0,2475638.2,HM,2019-39,13,182.54,0.007012161717979627,2019-09-29
2019,40,HNNMY,185.19,189.94,193.56,187.07,191.13,6235121.8,HM,2019-40,14,183.82,0.007452943096507478,2019-10-06
2019,41,HNNMY,195.58,200.6,201.55,197.0,199.04,4218894.0,HM,2019-41,15,185.19,0.056104541281926754,2019-10-13
2019,42,HNNMY,200.74,205.9,207.35,203.8,204.61,3222450.8,HM,2019-42,16,195.58,0.026383065753144475,2019-10-20
2019,43,HNNMY,201.06,206.23,207.54,204.11,206.12,2121883.2,HM,2019-43,17,200.74,0.0015941018232539263,2019-10-27
2019,44,HNNMY,198.66,203.76,205.09,202.47,204.45,2066706.2,HM,2019-44,18,201.06,-0.011936735302894687,2019-11-03
2019,45,HNNMY,192.44,197.38,200.08,196.61,199.35,3779335.2,HM,2019-45,19,198.66,-0.031309775495822,2019-11-10
2019,46,HNNMY,186.88,186.88,188.76,185.35,187.86,3610980.2,HM,2019-46,20,192.44,-0.028892122219912712,2019-11-17
2019,47,HNNMY,182.41,182.41,184.03,181.06,182.69,3397499.2,HM,2019-47,21,186.88,-0.023919092465753418,2019-11-24
2019,48,HNNMY,183.99,183.99,185.31,182.46,183.37,2897452.8,HM,2019-48,22,182.41,0.008661805822049298,2019-12-01
2019,49,HNNMY,187.91,187.91,189.75,186.04,186.99,3785055.6,HM,2019-49,23,183.99,0.021305505734007215,2019-12-08
2019,50,HNNMY,192.24,192.24,193.89,190.08,192.6,3593515.4,HM,2019-50,24,187.91,0.023042946091213944,2019-12-15
2019,51,HNNMY,193.02,193.02,194.07,190.33,192.24,3277328.2,HM,2019-51,25,192.24,0.004057428214731591,2019-12-22
2019,52,HNNMY,192.98,192.98,193.49,191.65,192.59,1620521.0,HM,2019-52,26,193.02,-0.00020723241114920971,2019-12-29
2020,1,HNNMY,191.15,191.15,193.28,189.71,191.69,2052767.0,HM,2020-01,27,192.98,-0.009482847963519454,2020-01-05
2020,2,HNNMY,190.12,190.12,193.19,187.8,191.14,3678842.25,HM,2020-02,28,191.15,-0.005388438399162967,2020-01-12
2020,3,HNNMY,184.6,184.6,186.07,183.42,184.74,3111426.4,HM,2020-03,29,190.12,-0.029034294130023196,2020-01-19
2020,4,HNNMY,186.62,186.62,187.95,185.21,185.84,2402696.0,HM,2020-04,30,184.6,0.010942578548212407,2020-01-26
2020,5,HNNMY,196.62,196.62,198.65,193.33,194.92,6971279.4,HM,2020-05,31,186.62,0.053584824777622976,2020-02-02
2020,6,HNNMY,207.76,207.76,210.6,206.78,209.7,3218744.8,HM,2020-06,32,196.62,0.05665751195198854,2020-02-09
2020,7,HNNMY,203.8,203.8,204.91,201.18,203.3,4120459.6,HM,2020-07,33,207.76,-0.01906045437042732,2020-02-16
2020,8,HNNMY,203.45,203.45,205.25,202.14,203.61,2834646.8,HM,2020-08,34,203.8,-0.0017173699705594833,2020-02-23
2020,9,HNNMY,183.76,183.76,188.88,181.16,187.62,6465042.4,HM,2020-09,35,203.45,-0.09678053575817154,2020-03-01
2020,10,HNNMY,173.33,173.33,177.51,170.87,175.6,5738585.2,HM,2020-10,36,183.76,-0.05675881584675652,2020-03-08
2020,11,HNNMY,146.84,146.84,154.9,143.6,149.24,9003378.0,HM,2020-11,37,173.33,-0.15282986211273297,2020-03-15
2020,12,HNNMY,113.42,113.42,119.72,107.5,115.24,9841163.2,HM,2020-12,38,146.84,-0.22759466085535277,2020-03-22
2020,13,HNNMY,123.8,123.8,126.43,117.69,122.69,8344757.8,HM,2020-13,39,113.42,0.09151825074942686,2020-03-29
2020,14,HNNMY,120.48,120.48,126.48,118.59,124.68,11019118.8,HM,2020-14,40,123.8,-0.026817447495961173,2020-04-05
2020,15,HNNMY,133.67,133.67,137.16,128.45,131.12,7549406.5,HM,2020-15,41,120.48,0.10947875166002642,2020-04-12
2020,16,HNNMY,134.27,134.27,138.73,132.6,136.89,5823219.5,HM,2020-16,42,133.67,0.0044886661180520895,2020-04-19
2020,17,HNNMY,129.33,129.33,132.3,128.0,131.31,3818451.2,HM,2020-17,43,134.27,-0.036791539435465835,2020-04-26
2020,18,HNNMY,134.98,134.98,137.21,130.74,132.55,4802974.25,HM,2020-18,44,129.33,0.04368669295600384,2020-05-03
2020,19,HNNMY,128.96,128.96,131.54,126.92,129.66,6025136.6,HM,2020-19,45,134.98,-0.04459919988146379,2020-05-10
2020,20,HNNMY,125.2,125.2,128.67,123.4,127.09,5588819.6,HM,2020-20,46,128.96,-0.029156327543424357,2020-05-17
2020,21,HNNMY,129.54,129.54,130.87,125.76,127.95,4558716.0,HM,2020-21,47,125.2,0.03466453674121397,2020-05-24
2020,22,HNNMY,139.4,139.4,140.75,135.89,137.23,5912421.0,HM,2020-22,48,129.54,0.07611548556430457,2020-05-31
2020,23,HNNMY,156.78,156.78,158.01,151.62,153.14,6674583.4,HM,2020-23,49,139.4,0.12467718794835003,2020-06-07
2020,24,HNNMY,153.91,153.91,159.75,152.42,157.25,6897389.4,HM,2020-24,50,156.78,-0.018305906365607888,2020-06-14
2020,25,HNNMY,145.81,145.81,148.25,143.38,146.49,6122652.25,HM,2020-25,51,153.91,-0.052628159313884704,2020-06-21
2020,26,HNNMY,141.82,141.82,145.99,139.83,143.42,5522698.8,HM,2020-26,52,145.81,-0.027364378300528146,2020-06-28
2020,27,HNNMY,137.69,137.69,139.61,135.14,137.11,5758210.2,HM,2020-27,53,141.82,-0.02912142152023689,2020-07-05
2020,28,HNNMY,138.94,138.94,140.89,137.98,139.83,4374336.0,HM,2020-28,54,137.69,0.009078364441862155,2020-07-12
2020,29,HNNMY,137.48,137.48,139.07,136.0,137.99,4863263.0,HM,2020-29,55,138.94,-0.010508133007053461,2020-07-19
2020,30,HNNMY,135.65,135.65,136.84,134.39,135.7,3963169.0,HM,2020-30,56,137.48,-0.013311027058481119,2020-07-26
2020,31,HNNMY,135.71,135.71,137.75,133.65,135.84,4461895.2,HM,2020-31,57,135.65,0.00044231478068560467,2020-08-02
2020,32,HNNMY,138.33,138.33,139.83,136.51,138.34,4610027.2,HM,2020-32,58,135.71,0.01930587281703636,2020-08-09
2020,33,HNNMY,147.28,147.28,149.36,144.69,146.74,5479017.8,HM,2020-33,59,138.33,0.06470035422540293,2020-08-16
2020,34,HNNMY,140.51,140.51,142.3,139.39,141.29,3504781.2,HM,2020-34,60,147.28,-0.04596686583378606,2020-08-23
2020,35,HNNMY,142.51,142.51,143.92,140.89,142.31,3660615.0,HM,2020-35,61,140.51,0.014233862358550994,2020-08-30
2020,36,HNNMY,137.21,137.21,140.51,136.53,138.47,5098865.6,HM,2020-36,62,142.51,-0.03719037260543108,2020-09-06
2020,37,HNNMY,142.63,142.63,143.84,140.66,141.71,4119993.2,HM,2020-37,63,137.21,0.0395014940601996,2020-09-13
2020,38,HNNMY,155.97,155.97,158.57,154.02,156.22,9094390.8,HM,2020-38,64,142.63,0.09352871064993343,2020-09-20
2020,39,HNNMY,148.31,148.31,151.71,147.28,150.51,4792562.0,HM,2020-39,65,155.97,-0.049112008719625545,2020-09-27
2020,40,HNNMY,157.47,157.47,159.53,154.52,156.18,6470005.8,HM,2020-40,66,148.31,0.06176252444204704,2020-10-04
2020,41,HNNMY,162.76,162.76,164.69,161.56,163.57,3664624.8,HM,2020-41,67,157.47,0.03359370038737532,2020-10-11
2020,42,HNNMY,156.79,156.79,158.94,155.61,158.26,3455197.6,HM,2020-42,68,162.76,-0.03667977390022118,2020-10-18
2020,43,HNNMY,157.43,157.43,159.06,155.12,156.64,2994046.6,HM,2020-43,69,156.79,0.004081892977868581,2020-10-25
2020,44,HNNMY,146.29,146.29,148.86,144.04,147.32,4651669.2,HM,2020-44,70,157.43,-0.07076160833386276,2020-11-01
2020,45,HNNMY,149.98,149.98,150.61,145.76,147.65,3756788.0,HM,2020-45,71,146.29,0.025223870394422025,2020-11-08
2020,46,HNNMY,170.6,170.6,174.29,164.87,167.25,7449596.4,HM,2020-46,72,149.98,0.13748499799973335,2020-11-15
2020,47,HNNMY,173.54,173.54,174.79,169.96,171.33,4075981.0,HM,2020-47,73,170.6,0.01723329425556857,2020-11-22
2020,48,HNNMY,183.56,183.56,185.57,181.47,182.97,3921336.6,HM,2020-48,74,173.54,0.05773884983289161,2020-11-29
2020,49,HNNMY,185.11,185.11,185.88,182.61,183.86,3485066.8,HM,2020-49,75,183.56,0.008444105469601282,2020-12-06
2020,50,HNNMY,185.99,185.99,187.7,184.55,186.93,3897613.6,HM,2020-50,76,185.11,0.004753930095618797,2020-12-13
2020,51,HNNMY,177.95,177.95,181.19,176.31,178.93,4347238.2,HM,2020-51,77,185.99,-0.04322813054465305,2020-12-20
2020,52,HNNMY,171.03,171.03,171.72,168.68,170.23,2443338.0,HM,2020-52,78,177.95,-0.038887327901095746,2020-12-27
2020,53,HNNMY,173.28,173.28,175.17,171.4,172.72,2322505.0,HM,2020-53,79,171.03,0.013155586739168567,2021-01-03
2021,1,HNNMY,174.29,174.29,175.95,171.84,173.31,3007167.25,HM,2021-01,80,173.28,0.005828716528162459,2021-01-10
2021,2,HNNMY,177.72,177.72,179.79,175.78,177.2,2843000.6,HM,2021-02,81,174.29,0.019679843938263854,2021-01-17
2021,3,HNNMY,183.78,183.78,185.47,181.82,183.31,2586991.6,HM,2021-03,82,177.72,0.03409858203916274,2021-01-24
2021,4,HNNMY,181.37,181.37,186.48,177.12,182.92,6134574.4,HM,2021-04,83,183.78,-0.013113505278049824,2021-01-31
2021,5,HNNMY,180.36,180.36,182.27,178.39,179.88,3145570.0,HM,2021-05,84,181.37,-0.005568726911837629,2021-02-07
2021,6,HNNMY,179.91,179.91,181.9,178.54,180.72,2082238.4,HM,2021-06,85,180.36,-0.0024950099800400147,2021-02-14
2021,7,HNNMY,186.6,186.6,188.22,184.12,184.67,3039221.4,HM,2021-07,86,179.91,0.03718525929631481,2021-02-21
2021,8,HNNMY,196.21,196.21,198.45,192.18,193.28,3558917.6,HM,2021-08,87,186.6,0.051500535905680676,2021-02-28
2019,27,KO,49.09,51.95,52.03,51.45,51.68,9928900.0,Coca-Cola,2019-27,1,,,2019-07-07
2019,28,KO,49.05,51.91,52.12,51.71,51.99,9084960.0,Coca-Cola,2019-28,2,49.09,-0.0008148299042576135,2019-07-14
2019,29,KO,49.11,51.97,52.27,51.75,52.13,8708020.0,Coca-Cola,2019-29,3,49.05,0.0012232415902141136,2019-07-21
2019,30,KO,50.38,53.31,53.82,52.68,53.17,18345780.0,Coca-Cola,2019-30,4,49.11,0.025860313581755306,2019-07-28
2019,31,KO,50.02,52.94,53.61,52.69,53.27,13981200.0,Coca-Cola,2019-31,5,50.38,-0.007145692735212374,2019-08-04
2019,32,KO,49.93,52.84,53.3,52.14,52.71,15577300.0,Coca-Cola,2019-32,6,50.02,-0.0017992802878849141,2019-08-11
2019,33,KO,50.64,53.59,53.9,53.2,53.39,11788120.0,Coca-Cola,2019-33,7,49.93,0.014219907871019444,2019-08-18
2019,34,KO,51.2,54.18,54.64,53.9,54.37,10325540.0,Coca-Cola,2019-34,8,50.64,0.011058451816745701,2019-08-25
2019,35,KO,51.87,54.89,55.04,54.39,54.76,10163960.0,Coca-Cola,2019-35,9,51.2,0.013085937499999895,2019-09-01
2019,36,KO,52.31,55.35,55.61,54.99,55.38,11620000.0,Coca-Cola,2019-36,10,51.87,0.008482745324850681,2019-09-08
2019,37,KO,51.68,54.61,54.88,54.25,54.63,11287500.0,Coca-Cola,2019-37,11,52.31,-0.01204358631236862,2019-09-15
2019,38,KO,51.56,54.17,54.52,53.89,54.26,11798320.0,Coca-Cola,2019-38,12,51.68,-0.0023219814241485573,2019-09-22
2019,39,KO,51.65,54.26,54.53,54.01,54.33,8959560.0,Coca-Cola,2019-39,13,51.56,0.0017455391776570268,2019-09-29
2019,40,KO,51.5,54.11,54.48,53.55,54.08,12305340.0,Coca-Cola,2019-40,14,51.65,-0.002904162633107427,2019-10-06
2019,41,KO,51.06,53.65,54.02,53.46,53.89,8865280.0,Coca-Cola,2019-41,15,51.5,-0.008543689320388305,2019-10-13
2019,42,KO,51.18,53.77,54.09,53.53,53.81,11727620.0,Coca-Cola,2019-42,16,51.06,0.002350176263219691,2019-10-20
2019,43,KO,51.6,54.22,54.6,53.92,54.37,10340540.0,Coca-Cola,2019-43,17,51.18,0.008206330597889834,2019-10-27
2019,44,KO,51.26,53.85,54.17,53.5,53.85,9871640.0,Coca-Cola,2019-44,18,51.6,-0.006589147286821771,2019-11-03
2019,45,KO,50.04,52.57,53.06,52.31,52.94,13791060.0,Coca-Cola,2019-45,19,51.26,-0.023800234100663262,2019-11-10
2019,46,KO,49.73,52.25,52.42,52.01,52.32,10151160.0,Coca-Cola,2019-46,20,50.04,-0.006195043964828183,2019-11-17
2019,47,KO,50.51,53.06,53.34,52.82,53.0,11080240.0,Coca-Cola,2019-47,21,49.73,0.01568469736577521,2019-11-24
2019,48,KO,51.13,53.62,53.79,53.2,53.56,10250200.0,Coca-Cola,2019-48,22,50.51,0.012274797069887242,2019-12-01
2019,49,KO,51.87,54.09,54.14,53.59,53.87,12641540.0,Coca-Cola,2019-49,23,51.13,0.01447291218462732,2019-12-08
2019,50,KO,51.85,54.07,54.35,53.84,54.05,11213140.0,Coca-Cola,2019-50,24,51.87,-0.0003855793329476773,2019-12-15
2019,51,KO,52.17,54.41,54.74,54.19,54.52,14223780.0,Coca-Cola,2019-51,25,51.85,0.006171648987463843,2019-12-22
2019,52,KO,52.74,55.0,55.18,54.82,54.93,6446025.0,Coca-Cola,2019-52,26,52.17,0.01092581943645774,2019-12-29
2020,1,KO,52.81,55.07,55.3,54.72,55.01,9409125.0,Coca-Cola,2020-01,27,52.74,0.0013272658323852916,2020-01-05
2020,2,KO,52.58,54.83,55.1,54.62,54.77,12757260.0,Coca-Cola,2020-02,28,52.81,-0.004355235750804847,2020-01-12
2020,3,KO,54.2,56.52,56.72,56.13,56.3,14576400.0,Coca-Cola,2020-03,29,52.58,0.030810193990110396,2020-01-19
2020,4,KO,55.21,57.57,57.65,57.11,57.33,11572925.0,Coca-Cola,2020-04,30,54.2,0.01863468634686343,2020-01-26
